PrivateID,RepositoryName,RepositoryURL,Organization,ContactEmails,DateAdded
github_105276007,kafka-connect,https://github.com/CDCgov/kafka-connect,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780761
github_105276089,kibana,https://github.com/CDCgov/kibana,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780762
github_105276143,logstash,https://github.com/CDCgov/logstash,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780763
github_105276193,minio,https://github.com/CDCgov/minio,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780766
github_105276254,mongodb,https://github.com/CDCgov/mongodb,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780768
github_105276350,redis,https://github.com/CDCgov/redis,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780769
github_105276457,schema-registry,https://github.com/CDCgov/schema-registry,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780770
github_105276508,zookeeper,https://github.com/CDCgov/zookeeper,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780771
github_108857087,F2017CDCLiaison,https://github.com/CDCgov/F2017CDCLiaison,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780772
github_112240087,GaTech-Fall2017-Krupa-Concussion-FHIRStarters,https://github.com/CDCgov/GaTech-Fall2017-Krupa-Concussion-FHIRStarters,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780774
github_112330646,GaTech-Fall2017-Srinivasan-ImproveAdherence-DEVSonFHIR,https://github.com/CDCgov/GaTech-Fall2017-Srinivasan-ImproveAdherence-DEVSonFHIR,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780775
github_112330779,GaTech-Fall2017-Srinivasan-SocialDeterminant-GT-MKSM,https://github.com/CDCgov/GaTech-Fall2017-Srinivasan-SocialDeterminant-GT-MKSM,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780776
github_112330879,GaTech-Fall2017-Srinivasan-Stroke-Team1,https://github.com/CDCgov/GaTech-Fall2017-Srinivasan-Stroke-Team1,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780778
github_112330991,GaTech-Fall2017-Wilmore-Breastfeeding-WeDidntStartTheFHIR,https://github.com/CDCgov/GaTech-Fall2017-Wilmore-Breastfeeding-WeDidntStartTheFHIR,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780779
github_112331083,GaTech-Fall2017-Goodman-HealthWeight-TeamScienceFreaks,https://github.com/CDCgov/GaTech-Fall2017-Goodman-HealthWeight-TeamScienceFreaks,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780780
github_112331152,GaTech-Fall2017-Duncan-BirthCerts-iHealth,https://github.com/CDCgov/GaTech-Fall2017-Duncan-BirthCerts-iHealth,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780781
github_112331233,GaTech-Fall2017-Davis-dohMPI-SPYNdoctors,https://github.com/CDCgov/GaTech-Fall2017-Davis-dohMPI-SPYNdoctors,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780783
github_112331306,GaTech-Fall2017-Newborn-FHIRFighters,https://github.com/CDCgov/GaTech-Fall2017-Newborn-FHIRFighters,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780784
github_113342590,MaRS,https://github.com/CDCgov/MaRS,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780785
github_114032924,SDP-Jenkins,https://github.com/CDCgov/SDP-Jenkins,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780786
github_115341513,artemis,https://github.com/CDCgov/artemis,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780788
github_118002255,National-Vital-Statistics-Mortality-Data,https://github.com/CDCgov/National-Vital-Statistics-Mortality-Data,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780789
github_120647850,AlignmentViewer,https://github.com/CDCgov/AlignmentViewer,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780790
github_120667970,tn93.js,https://github.com/CDCgov/tn93.js,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780792
github_123946786,idmp-sas-to-csv,https://github.com/CDCgov/idmp-sas-to-csv,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780793
github_125917035,Proximate,https://github.com/CDCgov/Proximate,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780794
github_127072480,Tools,https://github.com/CDCgov/Tools,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780796
github_127466902,blockchainTB,https://github.com/CDCgov/blockchainTB,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780797
github_127829232,fdns,https://github.com/CDCgov/fdns,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780798
github_127830226,fdns-ui-react,https://github.com/CDCgov/fdns-ui-react,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780799
github_127831016,fdns-js-sdk,https://github.com/CDCgov/fdns-js-sdk,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780801
github_127920394,fdns-java-sdk,https://github.com/CDCgov/fdns-java-sdk,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780802
github_127921922,fdns-rules-engine,https://github.com/CDCgov/fdns-rules-engine,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780804
github_127924518,fdns-ms-gateway,https://github.com/CDCgov/fdns-ms-gateway,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780805
github_127926616,fdns-ms-storage,https://github.com/CDCgov/fdns-ms-storage,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780806
github_127926990,fdns-ms-object,https://github.com/CDCgov/fdns-ms-object,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780808
github_127927314,fdns-ms-indexing,https://github.com/CDCgov/fdns-ms-indexing,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780809
github_127927547,fdns-ms-hl7-utils,https://github.com/CDCgov/fdns-ms-hl7-utils,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780810
github_127927978,fdns-ms-cda-utils,https://github.com/CDCgov/fdns-ms-cda-utils,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780811
github_127928557,fdns-ms-rules,https://github.com/CDCgov/fdns-ms-rules,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780813
github_127928311,fdns-ms-combiner,https://github.com/CDCgov/fdns-ms-combiner,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780814
github_128410584,springfox-swagger-ui,https://github.com/CDCgov/springfox-swagger-ui,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780815
github_129759748,maven-repository,https://github.com/CDCgov/maven-repository,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780817
github_144051286,opencdc,https://github.com/CDCgov/opencdc,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780818
github_138188002,Injury-Data-Management-Platform,https://github.com/CDCgov/Injury-Data-Management-Platform,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780819
github_144159786,fdns-ms-msft-utils,https://github.com/CDCgov/fdns-ms-msft-utils,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780820
github_144162590,fdns-ms-reporting,https://github.com/CDCgov/fdns-ms-reporting,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780822
github_144166070,fdns-ms-crypto,https://github.com/CDCgov/fdns-ms-crypto,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780823
github_144163530,fdns-ms-reporting-kafka,https://github.com/CDCgov/fdns-ms-reporting-kafka,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780824
github_147712660,fdns-kafka-library,https://github.com/CDCgov/fdns-kafka-library,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780825
github_151614792,hackathon2018,https://github.com/CDCgov/hackathon2018,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780827
github_155728063,ocp-sonarqube,https://github.com/CDCgov/ocp-sonarqube,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780828
github_155606570,ex-ui-hl7-combiner,https://github.com/CDCgov/ex-ui-hl7-combiner,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780829
github_155763308,jenkins-agent-sonarqube,https://github.com/CDCgov/jenkins-agent-sonarqube,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780830
github_156256050,docker-maven,https://github.com/CDCgov/docker-maven,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780832
github_157418014,ex-ui-datalake-dashboard,https://github.com/CDCgov/ex-ui-datalake-dashboard,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780834
github_157452844,fdns-ui-react-docs,https://github.com/CDCgov/fdns-ui-react-docs,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780835
github_160393749,patristic,https://github.com/CDCgov/patristic,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780836
github_160877085,fdns-ms-stubbing,https://github.com/CDCgov/fdns-ms-stubbing,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780838
github_161826709,fileto,https://github.com/CDCgov/fileto,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780839
github_162622583,ctf-terraform-examples,https://github.com/CDCgov/ctf-terraform-examples,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780840
github_164000008,SeqSpawnR,https://github.com/CDCgov/SeqSpawnR,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780841
github_165679686,TidyTree,https://github.com/CDCgov/TidyTree,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780843
github_166261171,TB_molecular_epidemiology,https://github.com/CDCgov/TB_molecular_epidemiology,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780844
github_174425699,s2i-ruby-vocab-builder,https://github.com/CDCgov/s2i-ruby-vocab-builder,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780845
github_176366504,MicrobeTraceShiny,https://github.com/CDCgov/MicrobeTraceShiny,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780846
github_176556803,geneflow,https://github.com/CDCgov/geneflow,CDC,oamdsupport@cdc.gov,2025-09-13T13:12:53.780848
github_181927392,Ocra,https://github.com/CDCgov/Ocra,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780849
github_183040147,CSV2FASTA,https://github.com/CDCgov/CSV2FASTA,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780850
github_186895335,MEBT,https://github.com/CDCgov/MEBT,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780852
github_188480648,ShinyGanttCharts,https://github.com/CDCgov/ShinyGanttCharts,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780853
github_191782837,DemographySpawnR,https://github.com/CDCgov/DemographySpawnR,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780854
github_197441876,Mia_publication,https://github.com/CDCgov/Mia_publication,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780856
github_199527601,TableMerger,https://github.com/CDCgov/TableMerger,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780857
github_201083970,HIVEntropy,https://github.com/CDCgov/HIVEntropy,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780858
github_203663902,SDP-MLaaS,https://github.com/CDCgov/SDP-MLaaS,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780859
github_204539619,CDC-Maps,https://github.com/CDCgov/CDC-Maps,Centers for Disease Control and Prevention (CDC),cdcinfo@cdc.gov,2025-09-13T13:12:53.780861
github_205909821,fdns-ui,https://github.com/CDCgov/fdns-ui,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780862
github_213400316,legionella_pneumophila_genomics,https://github.com/CDCgov/legionella_pneumophila_genomics,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780863
github_211335582,LpSubP,https://github.com/CDCgov/LpSubP,CDC,nej1@cdc.gov,2025-09-13T13:12:53.780864
github_228664490,cancer-report-validator,https://github.com/CDCgov/cancer-report-validator,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780866
github_244998478,legionella_pneumophila_genomics_speciesID,https://github.com/CDCgov/legionella_pneumophila_genomics_speciesID,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780867
github_248302467,SARS-CoV-2_Sequencing,https://github.com/CDCgov/SARS-CoV-2_Sequencing,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780868
github_250304890,covid19healthbot,https://github.com/CDCgov/covid19healthbot,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780874
github_250539055,SanitizeMe,https://github.com/CDCgov/SanitizeMe,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780875
github_250914302,phlip,https://github.com/CDCgov/phlip,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780877
github_252743536,SanitizeMePaired,https://github.com/CDCgov/SanitizeMePaired,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780878
github_253612359,phlip-backend,https://github.com/CDCgov/phlip-backend,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780879
github_253612722,phlip-doc-management,https://github.com/CDCgov/phlip-doc-management,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780881
github_253847207,geneflow-workflows,https://github.com/CDCgov/geneflow-workflows,CDC,oamdsupport@cdc.gov,2025-09-13T13:12:53.780882
github_275219660,BMGAP,https://github.com/CDCgov/BMGAP,CDC,psa8@cdc.gov,2025-09-13T13:12:53.780883
github_276180031,VitalConditions,https://github.com/CDCgov/VitalConditions,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780885
github_255801890,geneflow2,https://github.com/CDCgov/geneflow2,CDC,oamdsupport@cdc.gov,2025-09-13T13:12:53.780886
github_279927532,ITF_Power_BI,https://github.com/CDCgov/ITF_Power_BI,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780887
github_286899655,pivotable,https://github.com/CDCgov/pivotable,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780888
github_287166096,PhysicsTree,https://github.com/CDCgov/PhysicsTree,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780890
github_290035781,shinyMBA,https://github.com/CDCgov/shinyMBA,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780891
github_295502898,react-starter-kit,https://github.com/CDCgov/react-starter-kit,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780892
github_295747367,spheres-augur-build,https://github.com/CDCgov/spheres-augur-build,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780894
github_296676711,prime-central,https://github.com/CDCgov/prime-central,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780895
github_296446003,covid_case_privacy_review,https://github.com/CDCgov/covid_case_privacy_review,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780896
github_298623779,IMslide_1,https://github.com/CDCgov/IMslide_1,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780898
github_302056250,prime-data-input-api,https://github.com/CDCgov/prime-data-input-api,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780899
github_304019554,NeST-nf,https://github.com/CDCgov/NeST-nf,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780900
github_308319348,CDC_IIS_Open_Tools,https://github.com/CDCgov/CDC_IIS_Open_Tools,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780901
github_302387839,prime-simplereport,https://github.com/CDCgov/prime-simplereport,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780903
github_313684201,prime-simplereport-site,https://github.com/CDCgov/prime-simplereport-site,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780904
github_317977754,PartnersPortal,https://github.com/CDCgov/PartnersPortal,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780905
github_320370885,hie-automation-tests,https://github.com/CDCgov/hie-automation-tests,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780907
github_304423150,prime-reportstream,https://github.com/CDCgov/prime-reportstream,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780908
github_321693215,EPHTracking,https://github.com/CDCgov/EPHTracking,CDC,ephtrackingsupport@cdc.gov,2025-09-13T13:12:53.780909
github_332840655,legionella_pneumophila_SBT_analysis,https://github.com/CDCgov/legionella_pneumophila_SBT_analysis,CDC,JCaravas@cdc.gov,2025-09-13T13:12:53.780911
github_338117118,prime-field-teams,https://github.com/CDCgov/prime-field-teams,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780912
github_341231355,HantaNet,https://github.com/CDCgov/HantaNet,CDC,vrw7@cdc.gov,2025-09-13T13:12:53.780913
github_341255016,mycosnp-bwa-reference,https://github.com/CDCgov/mycosnp-bwa-reference,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780914
github_341940254,mycosnp,https://github.com/CDCgov/mycosnp,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780916
github_321410789,cdc-open-viz,https://github.com/CDCgov/cdc-open-viz,Centers for Disease Control and Prevention (CDC),imtech@cdc.gov,2025-09-13T13:12:53.780917
github_341990897,mycosnp-bwa-pre-process,https://github.com/CDCgov/mycosnp-bwa-pre-process,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780918
github_341995693,mycosnp-gatk-variants,https://github.com/CDCgov/mycosnp-gatk-variants,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780919
github_349191233,COVIDReportR_AShinyApp,https://github.com/CDCgov/COVIDReportR_AShinyApp,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780921
github_351215400,excessdeathsCOVID19,https://github.com/CDCgov/excessdeathsCOVID19,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780922
github_353803323,spheres-auspice-data,https://github.com/CDCgov/spheres-auspice-data,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780923
github_354079969,prime-devops,https://github.com/CDCgov/prime-devops,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780925
github_355589092,MicrobeTraceNext,https://github.com/CDCgov/MicrobeTraceNext,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780926
github_360220297,EPHTrackR,https://github.com/CDCgov/EPHTrackR,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780927
github_366784167,SARS-CoV-2_Genomic_Surveillance,https://github.com/CDCgov/SARS-CoV-2_Genomic_Surveillance,NCIRD/CORVD,shareit@cdc.gov,2025-09-13T13:12:53.780929
github_368284600,Predicting_TB_cluster_growth,https://github.com/CDCgov/Predicting_TB_cluster_growth,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780930
github_369309753,Rnssp,https://github.com/CDCgov/Rnssp,CDC,gazondekon@cdc.gov,2025-09-13T13:12:53.780931
github_369629308,Rnssp-rmd-templates,https://github.com/CDCgov/Rnssp-rmd-templates,CDC,gazondekon@cdc.gov,2025-09-13T13:12:53.780933
github_371114295,ncird_vsd_covid_vax_coverage_analysis,https://github.com/CDCgov/ncird_vsd_covid_vax_coverage_analysis,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780934
github_375824142,SARS-CoV-2-NAAT-and-Antigen-Testing-Algorithms,https://github.com/CDCgov/SARS-CoV-2-NAAT-and-Antigen-Testing-Algorithms,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780935
github_388128166,EPHTracking-Subcounty,https://github.com/CDCgov/EPHTracking-Subcounty,CDC,trackingsupport@cdc.gov,2025-09-13T13:12:53.780936
github_388241932,EPHTracking-RAD,https://github.com/CDCgov/EPHTracking-RAD,CDC,trackingsupport@cdc.gov,2025-09-13T13:12:53.780938
github_393077621,test,https://github.com/CDCgov/test,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780939
github_394393641,datasets-sars-cov-2,https://github.com/CDCgov/datasets-sars-cov-2,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780940
github_395325409,seqsender,https://github.com/CDCgov/seqsender,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780941
github_404357380,SARS-CoV-2_FRNTcalculations,https://github.com/CDCgov/SARS-CoV-2_FRNTcalculations,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780943
github_408822688,SaviR,https://github.com/CDCgov/SaviR,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780944
github_418965756,cs-sdk-dotnet,https://github.com/CDCgov/cs-sdk-dotnet,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780945
github_423854881,Monitoring_COVID-19_Outcomes_by_Vaccination_Status_with_Aggregate_Data,https://github.com/CDCgov/Monitoring_COVID-19_Outcomes_by_Vaccination_Status_with_Aggregate_Data,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780947
github_424355931,usa-sars-cov-2-nextstrain-sets,https://github.com/CDCgov/usa-sars-cov-2-nextstrain-sets,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780948
github_425183650,Rnssp-templates-docs,https://github.com/CDCgov/Rnssp-templates-docs,CDC,gazondekon@cdc.gov,2025-09-13T13:12:53.780949
github_429477950,SC2CLIA,https://github.com/CDCgov/SC2CLIA,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780950
github_433530109,adobeanalyticsr,https://github.com/CDCgov/adobeanalyticsr,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780952
github_436326007,Syphilis_Record_Search_and_Review_Algorithm,https://github.com/CDCgov/Syphilis_Record_Search_and_Review_Algorithm,CDC,SKarki@cdc.gov,2025-09-13T13:12:53.780953
github_437122952,prime-public-health-data-infrastructure,https://github.com/CDCgov/prime-public-health-data-infrastructure,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780954
github_442489541,cdh-lava-react,https://github.com/CDCgov/cdh-lava-react,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780956
github_446868427,Opioid_SUD_MHI_MedCodes,https://github.com/CDCgov/Opioid_SUD_MHI_MedCodes,CDC,NAdams2@cdc.gov,2025-09-13T13:12:53.780957
github_446869880,Opioid_Involvement_NLP,https://github.com/CDCgov/Opioid_Involvement_NLP,CDC,NAdams2@cdc.gov,2025-09-13T13:12:53.780958
github_446870504,SUD_MHI_NLP,https://github.com/CDCgov/SUD_MHI_NLP,CDC,NAdams2@cdc.gov,2025-09-13T13:12:53.780959
github_450216594,covid19_county_source_documentation,https://github.com/CDCgov/covid19_county_source_documentation,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780961
github_451594277,mashwrapper,https://github.com/CDCgov/mashwrapper,CDC/NCIRD/DBB/RDB/PSLB,jhamlin@cdc.gov,2025-09-13T13:12:53.780962
github_452322434,WDPB_CDS_PHL_Tools,https://github.com/CDCgov/WDPB_CDS_PHL_Tools,CDC,ncezid_shareit@cdc.gov,2025-09-13T13:12:53.780963
github_463211522,mycosnp-nf,https://github.com/CDCgov/mycosnp-nf,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780965
github_480596780,Malaria_Branch,https://github.com/CDCgov/Malaria_Branch,CDC,omp2@cdc.gov,2025-09-13T13:12:53.780966
github_482899938,covid_community_testing_sites,https://github.com/CDCgov/covid_community_testing_sites,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780967
github_486259493,spnpipe-nf,https://github.com/CDCgov/spnpipe-nf,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780969
github_490844937,phoenix,https://github.com/CDCgov/phoenix,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780970
github_491100488,ITF-Dashboard,https://github.com/CDCgov/ITF-Dashboard,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780971
github_492985261,pregnancycovidseverity,https://github.com/CDCgov/pregnancycovidseverity,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780973
github_495952049,ngsqi-IMTool,https://github.com/CDCgov/ngsqi-IMTool,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780974
github_500926872,nncc,https://github.com/CDCgov/nncc,CDC,lue7@cdc.gov,2025-09-13T13:12:53.780975
github_502187463,SAG_JSM,https://github.com/CDCgov/SAG_JSM,CDC,SAG-Leadership@cdc.gov,2025-09-13T13:12:53.780976
github_509478762,hl7-pet,https://github.com/CDCgov/hl7-pet,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780978
github_510835938,data-exchange,https://github.com/CDCgov/data-exchange,CDC,cdcinfo@cdc.gov,2025-09-13T13:12:53.780979
